dataset,seed,intervention_target,DLL_var0,DLL_var1,DLL_var2,DeltaJS,DeltaKin,DeltaStat,DeltaTE_XtoVar0,DeltaTE_XtoVar1,DeltaTE_XtoVar2,lag
DatasetB,8,0,27.791049854302837,0.23447985904710725,0.32625169459950965,0.22876654672105734,0.002139152311887438,0.39452158920378355,0.0,0.18702720854117016,0.15303000298752023,1
DatasetB,8,0,,,,0.24075416972906377,0.5557951520673324,0.3944274820656901,0.0,0.08012357208922039,0.09434907286934102,10
DatasetB,8,0,,,,0.23509581940743043,0.5767488240165569,0.39499023869702493,0.0,0.08576231398808387,0.08449667865392474,50
DatasetB,8,1,0.3972451271695879,68.8957111908065,0.046095664854767196,0.2330181668502093,0.11999527711506164,0.32057607867261145,0.07980435623049953,0.0,0.2593073215828783,1
DatasetB,8,1,,,,0.26037627004735914,0.43079514204320957,0.3206421759795798,0.09093780799723605,0.0,0.0836501344502052,10
DatasetB,8,1,,,,0.27525156566478304,0.45174881391792104,0.3209051182174576,0.08663173279662262,0.0,0.09007162339362962,50
DatasetB,8,2,0.012629694372918908,1.2218097664835517,103.62031396221644,0.21279942738298896,0.04174123258065099,0.22882985194239613,0.08595094603893672,0.08030369110140279,0.0,1
DatasetB,8,2,,,,0.24509178324103706,0.30578513254762585,0.22891648695862937,0.09031360859457038,0.09049625050097276,0.0,10
DatasetB,8,2,,,,0.2534976170099119,0.32673880534426447,0.228943522786966,0.08546787306983106,0.09425919335723476,0.0,50
DatasetB,9,0,31.3487186036874,0.06997796706685905,0.025441673248613537,0.16047198144301703,0.027916708235467325,0.4058279520788435,0.0,0.18635347299188587,0.14846979604880373,1
DatasetB,9,0,,,,0.1763758771296074,0.5764891017416263,0.40541842134084216,0.0,0.0928780126011084,0.09765237466203702,10
DatasetB,9,0,,,,0.16383619505503,0.5810563440058755,0.40554984615022716,0.0,0.08929135741766325,0.08690528688080024,50
DatasetB,9,1,0.04635782757808114,60.67428978657674,0.22881942818706055,0.17234385480253803,0.09707930795813047,0.3268816620469983,0.07917763303416536,0.0,0.26771320355827255,1
DatasetB,9,1,,,,0.20914061535616102,0.45148909173696444,0.3267854762780616,0.09578221495051853,0.0,0.08930697231993356,10
DatasetB,9,1,,,,0.20438434903790964,0.4560563339848506,0.3267053532148011,0.0874878299115851,0.0,0.07841699355761733,50
DatasetB,9,2,0.08796330583379473,0.009769061991011732,115.6729652052352,0.15906313192140556,0.04739206886100411,0.22627562310491017,0.08448401062874988,0.08460343355012623,0.0,1
DatasetB,9,2,,,,0.1678447877741847,0.3264790823953127,0.22638177550559438,0.08531773925376473,0.08612170233346683,0.0,10
DatasetB,9,2,,,,0.1616822088044562,0.3310463344901569,0.22639842940755783,0.09280754663344926,0.08704009737453156,0.0,50
