dataset,seed,intervention_target,DLL_var0,DLL_var1,DLL_var2,DeltaJS,DeltaKin,DeltaStat,DeltaTE_XtoVar0,DeltaTE_XtoVar1,DeltaTE_XtoVar2,lag
DatasetC,4,0,,,,0.06456237131510381,0.810241374911683,0.49598192347226316,0.0,0.10254448686919515,0.08890726500106672,10
DatasetC,4,0,,,,0.06440867553340304,0.8330357760559058,0.4953482758486387,0.0,0.08447433874175081,0.08538145653482365,50
DatasetC,4,1,0.09006662952812758,62.81518661856122,0.09614709280726977,0.08558032592246556,0.34249769812999126,0.3817226309428705,0.0911187296985636,0.0,0.08319132019696207,1
DatasetC,4,1,,,,0.0932001188734757,0.6852413648916296,0.38175243393890246,0.08480421121479154,0.0,0.11071164689473889,10
DatasetC,4,1,,,,0.09631378408427173,0.708035765954893,0.38136781383048307,0.07796916452701685,0.0,0.08900968290649525,50
DatasetC,4,2,0.00168027480704457,0.06019531894896222,77.72899062673667,0.08321519595551645,0.09249769012841336,0.21582779477249453,0.08061030801859781,0.08782549552283037,0.0,1
DatasetC,4,2,,,,0.11077965017774465,0.43524135687544985,0.21580144593466466,0.08187963609007776,0.08427915708688438,0.0,10
DatasetC,4,2,,,,0.10877235864317537,0.45803575787374423,0.21540729566884223,0.089143123848197,0.08000525651158163,0.0,50
DatasetC,5,0,104.76494214071624,1.5568897376991078,0.25347661633471025,0.0831057214691796,0.5013489975177573,0.5022325833112924,0.0,0.09260878560604535,0.08233664247585448,1
DatasetC,5,0,,,,0.06106893828256176,0.8087345836240276,0.5019921062951623,0.0,0.09869835183010434,0.08600488495428271,10
DatasetC,5,0,,,,0.05951749720482561,0.8448634392244175,0.5017495825141657,0.0,0.08269821245912556,0.0805401294783703,50
DatasetC,5,1,0.31882071504664794,61.467308228207195,0.3458706947732931,0.09223071861790735,0.37634898751575807,0.3825050780216952,0.08877184313376407,0.0,0.08098733716311823,1
DatasetC,5,1,,,,0.09225564889572291,0.6837345736039847,0.38215149015947536,0.07667077516584708,0.0,0.10113499333408793,10
DatasetC,5,1,,,,0.09560627479795229,0.7198634291234104,0.3819195411410852,0.08592792131281213,0.0,0.08870702189281987,50
DatasetC,5,2,0.052003544148820094,0.01141432251168551,73.04127828253746,0.08634865495012485,0.12634897951713886,0.21573577433739158,0.08971888463281763,0.0874258929078664,0.0,1
DatasetC,5,2,,,,0.11266621145895171,0.43373456559026274,0.21584664177647522,0.08193858560508716,0.08976425394937593,0.0,10
DatasetC,5,2,,,,0.10780313818507252,0.46986342104450496,0.21550550166105037,0.08242651315201144,0.08790065608028996,0.0,50
DatasetC,6,0,99.34156440211424,1.3101396288778868,0.09809471123200271,0.08402682867974812,0.4782498324667717,0.4869686101902868,0.0,0.08405226643027186,0.08164287659067249,1
DatasetC,6,0,,,,0.06460583827454525,0.8025050997238009,0.4871233636947476,0.0,0.09692770845487786,0.08747094740581529,10
DatasetC,6,0,,,,0.06793631299635684,0.8340575015282058,0.48617407305485705,0.0,0.08670447265509429,0.09090208072553052,50
DatasetC,6,1,0.0383063918620183,50.241671238925655,0.0013876029623914234,0.09399640071491713,0.3532498224647687,0.37438576053806044,0.08900610958455468,0.0,0.08855881581103464,1
DatasetC,6,1,,,,0.0908136256196692,0.677505089703757,0.3743243809658047,0.08307006336041622,0.0,0.10808925471791975,10
DatasetC,6,1,,,,0.09534649963657861,0.7090574914271924,0.37381251337544363,0.09602948415736856,0.0,0.09643935170249884,50
DatasetC,6,2,0.2035735956687758,0.4388357342893256,84.68385562785059,0.08556509535329843,0.10324981446480164,0.21580338876451405,0.0859408496074181,0.08461221216168324,0.0,1
